lat,lon,alt
26.74652931,-97.02553246,1603.081909
26.73810683,-97.03395494,1597.738403
26.73615878,-97.04346604,1598.801025
26.73896627,-97.05332092,1600.845459
26.74515421,-97.05945157,1607.038696
26.75294644,-97.06151421,1601.745728
26.76119703,-97.0589359,1602.425659
26.76675472,-97.05291985,1604.230103
26.76887467,-97.04764864,1602.075195
26.76818712,-97.03578841,1602.264526
26.7630305,-97.02811077,1604.272583
26.75563934,-97.02444384,1605.350708
26.74463855,-97.02656379,1599.594116
26.73839331,-97.03338199,1600.606934
26.73845061,-97.05240418,1607.93689
26.73896627,-97.06266013,1606.541382
26.73329399,-97.07108261,1595.685303
26.72567365,-97.07692678,1600.333374
26.72005866,-97.08397416,1602.112915
26.71478745,-97.09233934,1604.865601
26.70934435,-97.10156396,1602.596069
26.70470339,-97.10981456,1600.372437
26.70046351,-97.11743489,1602.898682
26.69524959,-97.1268314,1602.13855
26.69043675,-97.13554036,1601.360962
26.68522283,-97.14499416,1602.288818
26.68098294,-97.1526145,1604.632446
26.67576903,-97.1621256,1603.713989
26.66614333,-97.17948622,1606.942993
26.66161697,-97.18773682,1598.032959
26.65686142,-97.19633118,1599.809814
26.64740761,-97.21346262,1604.969971
26.64276666,-97.2219424,1606.779175
26.63354204,-97.23861547,1605.230713
26.62867189,-97.24738172,1601.358887
26.62443201,-97.25517395,1603.466064
26.61933268,-97.26434127,1604.581909
26.61480632,-97.27299294,1601.855591
26.61429065,-97.28273322,1606.36145
26.61600953,-97.29241621,1604.456543
26.61738463,-97.30175542,1605.450439
26.61881702,-97.31189677,1606.405273
26.6204213,-97.3223246,1607.366089
26.62173911,-97.33154922,1606.136353
26.62334339,-97.34151869,1600.427002
26.62597899,-97.3508006,1603.730835
26.62844271,-97.35973875,1605.661987
26.63102102,-97.36953632,1605.839966
26.63348474,-97.37893283,1605.551514
26.63589116,-97.38832934,1602.782104
26.63824029,-97.39726748,1601.811035
26.6407613,-97.4065494,1600.034912
26.64700654,-97.41359678,1604.173584
26.65525714,-97.41514376,1607.779175
26.66236181,-97.41187791,1604.137817
26.666659,-97.40563267,1600.701294
26.66728925,-97.39377244,1607.803467
26.6679768,-97.38506348,1602.722046
26.67152914,-97.37635452,1609.023804
26.67628469,-97.36764556,1604.119629
26.68086835,-97.35973875,1602.832642
26.68545201,-97.352233,1603.914795
26.69026486,-97.34438348,1605.450439
26.69530689,-97.33624748,1608.905884
26.70476069,-97.3210068,1601.26123
26.70917247,-97.31384483,1606.221313
26.72389748,-97.29018167,1603.258423
26.72882492,-97.28221756,1604.111572
26.73335128,-97.27494099,1605.546143
26.73793495,-97.26754984,1604.805542
26.74234672,-97.26050246,1605.083252
26.74790441,-97.25156431,1608.180786
26.7522016,-97.24457423,1606.475952
26.75689985,-97.23701119,1607.017822
26.76154081,-97.22950544,1601.895264
26.76600988,-97.22234347,1602.628418
26.77082272,-97.21455124,1602.055054
26.77506261,-97.20773304,1600.668945
26.77981816,-97.20005541,1603.725464
26.78422994,-97.19300803,1608.887695
26.79328267,-97.1783976,1600.400757
26.79821011,-97.17043349,1605.455811
26.80279377,-97.16309963,1601.675659
26.80737743,-97.15576577,1605.660645
26.81173191,-97.14871839,1604.486206
26.81648746,-97.14109805,1602.045532
26.82107112,-97.1336496,1603.626343
26.82565478,-97.12625844,1604.46936
26.83029574,-97.1187527,1607.754272
26.83487941,-97.11136154,1603.307007
26.83946307,-97.10397039,1598.627197
26.84393214,-97.09680841,1604.595337
26.84834391,-97.08970374,1603.292114
26.85332865,-97.08168233,1603.980103
26.85768313,-97.07457765,1604.972656
26.86192301,-97.06781675,1600.423706
26.86713693,-97.05939427,1603.080566
26.87177789,-97.05188852,1602.575928
26.87384054,-97.04352334,1607.417358
26.87183518,-97.03498627,1599.546387
26.86490239,-97.02799618,1600.2229
26.85636532,-97.02667838,1612.596436
26.84868769,-97.03103286,1606.428833
26.84072357,-97.03687703,1596.438599
26.83172814,-97.03911156,1603.301636
26.82215974,-97.04014289,1609.303345
26.81345078,-97.04071585,1600.640625
26.80434075,-97.04117421,1598.101685
26.79488695,-97.04151799,1601.192505
26.78577692,-97.04180447,1603.168213
26.77712526,-97.03939804,1604.000977
26.77036436,-97.03378306,1605.885742
26.76348886,-97.02833996,1600.734985
26.75495179,-97.02438655,1600.216797
26.74601365,-97.02576165,1606.508301
26.73902357,-97.03229337,1602.341431
26.73426802,-97.04151799,1603.141846
26.72974165,-97.05005506,1599.27002
26.7249861,-97.05939427,1606.939575
26.72074621,-97.06747297,1604.321777
26.71599066,-97.07681219,1596.718262
26.7113497,-97.08575033,1603.261841
26.70653686,-97.09503224,1603.511841
26.7018959,-97.10397039,1603.076538
26.69748413,-97.11256475,1606.08252
26.69307235,-97.12110182,1605.965942
26.6883168,-97.13026915,1606.264404
26.68401962,-97.13863433,1600.825928
26.67909218,-97.14808814,1600.316528
26.6747377,-97.15651062,1600.380493
26.67038322,-97.1649331,1599.891357
26.66562767,-97.17415772,1603.953857
26.66081483,-97.18343963,1608.298706
26.65663224,-97.19151834,1606.893799
26.65193398,-97.20068566,1604.989502
26.64717843,-97.20979569,1600.721436
26.64265207,-97.21861924,1600.796265
26.6381257,-97.2273855,1607.66333
26.63359933,-97.23603716,1603.762451
26.62953133,-97.24394398,1598.756592
26.62500497,-97.25265293,1605.684204
26.62053589,-97.2613046,1599.324585
26.61606682,-97.27001356,1605.517822
26.61383229,-97.27992573,1602.956543
26.61555116,-97.28960871,1606.932251
26.61698356,-97.29934899,1605.7146
26.61847325,-97.30949035,1604.580566
26.61984834,-97.31882956,1603.243652
26.62133804,-97.32851255,1602.206665
26.62385905,-97.33842472,1605.349365
26.62620818,-97.34747745,1602.243652
26.62850001,-97.35653018,1605.40332
26.63102102,-97.36678613,1605.047485
26.63337015,-97.37623993,1604.649292
26.63549009,-97.38489159,1603.71936
26.63801111,-97.39503295,1603.187012
26.64018835,-97.40402838,1601.255859
26.6448866,-97.4119925,1605.075073
26.65313719,-97.41537295,1604.228149
26.66098671,-97.4133103,1605.137085
26.66688818,-97.40614833,1601.827881
26.66763303,-97.39715289,1606.716553
26.66723195,-97.38769909,1607.48877
26.67003945,-97.37887554,1607.336548
26.67456581,-97.37045306,1602.260498
26.67909218,-97.36260354,1602.140625
26.68361855,-97.35515508,1602.416138
26.6883741,-97.34742015,1604.741577
26.76480667,-97.06506655,1598.35498
26.75747281,-97.07188475,1598.385376
26.75042543,-97.07864565,1596.999878
26.74458126,-97.08597951,1602.151978
26.73902357,-97.09359985,1599.952637
26.73283562,-97.1023661,1598.055176
26.72710604,-97.1105594,1602.91687
26.72166295,-97.11835163,1602.125732
26.71604796,-97.12654492,1602.281372
26.71066216,-97.13433715,1600.369141
26.70447421,-97.14327529,1605.266479
26.69885922,-97.15141129,1600.819214
26.69324424,-97.15949,1602.727539
26.68814491,-97.16693845,1596.976318
26.68224345,-97.17541822,1599.09021
26.67645658,-97.183898,1602.795532
26.67107077,-97.19163293,1602.221436
26.6652839,-97.20005541,1599.448608
26.66012728,-97.20750386,1601.025391
26.65428311,-97.21598364,1601.765991
26.6489546,-97.22371857,1604.023926
26.64288125,-97.23242752,1602.943115
26.63726626,-97.24056352,1601.372437
26.63170857,-97.24864223,1604.35144
26.62615088,-97.25672093,1600.677734
26.62053589,-97.26479964,1600.700562
26.61543657,-97.27259187,1594.096436
26.61423336,-97.28273322,1601.873047
26.61589494,-97.29195784,1602.780029
26.61732733,-97.30169812,1602.309082
26.61875973,-97.3114957,1603.74231
26.62059319,-97.32152246,1604.71936
26.62282773,-97.33017412,1598.270752
26.62523415,-97.340029,1602.499023
26.62741139,-97.34908173,1600.438477
26.62976051,-97.3590512,1599.811768
26.66276288,-97.41239357,1600.890625
26.6679195,-97.40465864,1602.855469
26.66763303,-97.39491835,1608.338501
26.66711736,-97.38563644,1601.411499
26.67026863,-97.37750044,1602.039551
26.67485229,-97.36965092,1602.589355
26.67937866,-97.36203058,1601.767944
26.68401962,-97.35441024,1600.423706
26.68848869,-97.34719097,1604.42627
26.69330153,-97.33939874,1602.616943
26.69817168,-97.33160652,1598.908203
26.70258345,-97.32450184,1600.644653
26.7073963,-97.31670962,1602.743042
26.71197996,-97.30931846,1601.829224
26.71639173,-97.30227108,1599.583374
26.72120458,-97.29447885,1603.296143
26.72561635,-97.28743147,1599.630615
26.7303719,-97.27969654,1603.761108
26.73501286,-97.27230539,1601.354858
26.73959652,-97.26491423,1601.319824
26.7440083,-97.25775226,1602.579956
26.74864926,-97.25030381,1601.174927
26.7534621,-97.24256888,1605.164673
26.75804577,-97.23517772,1599.926392
26.76268672,-97.22767197,1602.244385
26.76715579,-97.22051,1602.371704
26.77185405,-97.21300425,1598.390747
26.7765523,-97.20538392,1603.789429
26.78147974,-97.1974771,1603.631714
26.78600611,-97.19014324,1602.279419
26.79058977,-97.18280938,1600.422974
26.7955172,-97.17484527,1606.772461
26.80015816,-97.16728222,1598.683105
26.80491371,-97.15971918,1598.103638
26.80955467,-97.15215614,1605.251709
26.81425292,-97.14465039,1600.295654
26.81912307,-97.13680087,1603.524658
26.82376402,-97.12929512,1598.610352
26.82806121,-97.12236233,1601.288208
26.83281676,-97.1146847,1600.698608
26.83745772,-97.10723625,1598.166992
26.84204138,-97.09984509,1600.140015
26.84685422,-97.09205286,1602.158081
26.85149518,-97.08454712,1598.932495
26.85596425,-97.07738514,1599.679077
26.86049062,-97.07010858,1603.420166
26.86530346,-97.06231635,1600.87915
26.87000172,-97.05475331,1601.234985
26.87361135,-97.04656002,1599.828613
26.87258003,-97.03687703,1598.681763
26.86713693,-97.02937128,1601.627075
26.85905822,-97.02633461,1601.782837
26.85034927,-97.0291421,1596.268188
26.8430727,-97.03555923,1599.290283
26.83424915,-97.0385959,1603.70459
26.82513912,-97.03985641,1597.295776
26.81585721,-97.04060125,1599.410889
26.80657529,-97.04105962,1602.584595
26.79729337,-97.0414034,1600.871094
26.78761039,-97.04174717,1599.498535
26.77890143,-97.04048666,1598.478271
26.77168216,-97.03487168,1602.752441
26.76411912,-97.02885562,1597.661621
26.75604041,-97.02455844,1603.647949
26.74698768,-97.02530328,1601.915527
26.73953923,-97.03143393,1600.583984
26.73621607,-97.04094503,1597.791016
26.7358723,-97.05102909,1597.942627
26.73065838,-97.05950886,1603.786743
26.72458503,-97.06735838,1602.993652
26.7196003,-97.07555168,1601.775391
26.71450097,-97.084719,1604.227417
26.71014649,-97.09274041,1597.700684
26.70504717,-97.10225151,1597.987793
26.7005208,-97.11073129,1600.804321
26.69559337,-97.1200705,1603.040771
26.691067,-97.12855028,1604.045532
26.68619686,-97.13783219,1603.635864
26.6814986,-97.14665574,1599.101562
26.67685765,-97.155422,1601.208618
26.67215939,-97.16418825,1598.640015
26.66774762,-97.17261073,1600.251221
26.66293477,-97.18166346,1600.272705
26.6584657,-97.19008594,1604.166138
26.65405393,-97.19845113,1599.433838
26.64918378,-97.20761845,1603.918091
26.64437094,-97.21672848,1602.868286
26.63967268,-97.22549473,1601.069824
26.63526091,-97.23391721,1604.490234
26.63039077,-97.24308454,1599.654785
26.6259217,-97.25144972,1601.201294
26.62122344,-97.26033057,1602.723389
26.6163533,-97.26949789,1602.895996
26.61383229,-97.27912358,1601.986938
26.61537927,-97.2884628,1599.61377
26.61692626,-97.29871874,1599.804443
26.61830136,-97.30817254,1601.794189
26.61973375,-97.31802742,1602.847412
26.62122344,-97.32788229,1599.276123
26.62271313,-97.33813824,1602.009155
26.62414553,-97.34753475,1602.191162
26.62546333,-97.35738962,1597.623901
26.62930215,-97.36672883,1601.681763
26.6326253,-97.37492213,1601.818481
26.63623494,-97.38437593,1603.12915
26.63967268,-97.39342866,1597.039062
26.64333961,-97.40288247,1601.805664
26.64889731,-97.40975796,1601.61438
26.65674683,-97.41313841,1603.772583
26.66534119,-97.41210709,1606.217285
26.67164373,-97.40763802,1603.037476
26.6761701,-97.39950202,1604.812378
26.67691494,-97.3902774,1605.562256
26.67376367,-97.38151114,1602.962036
26.66717466,-97.37520861,1603.625732
26.65800733,-97.37308866,1601.073853
26.64998592,-97.37583886,1603.463257
26.64316773,-97.38391757,1603.819092
26.64110508,-97.39337137,1599.819946
26.64333961,-97.40293976,1602.557007
26.64918378,-97.40998714,1602.686401
26.65743438,-97.413253,1603.709961
26.6652266,-97.41216438,1605.098022
26.67233128,-97.40689317,1599.121826
26.6761701,-97.39961661,1603.076538
26.67685765,-97.39004821,1605.624268
26.67364908,-97.38133925,1604.304932
26.66694548,-97.37509401,1601.333984
26.65772086,-97.37308866,1599.320557
26.6490119,-97.37652641,1604.259155
26.64316773,-97.38380297,1603.12915
26.64116237,-97.39411621,1600.410156
26.6435115,-97.40322624,1603.209229
26.64975674,-97.41038822,1603.755127
26.65737708,-97.413253,1601.831299
26.66557038,-97.4119925,1604.040771
26.67634198,-97.39887176,1603.097412
26.67674305,-97.38918878,1604.911987
26.6733626,-97.38088089,1601.972168
26.66614333,-97.37463565,1602.013184
26.65754897,-97.37314596,1600.271362
26.64855353,-97.37687018,1602.160156
26.64288125,-97.38443323,1603.273926
26.64116237,-97.3943454,1600.12915
26.64374068,-97.40368461,1596.61853
26.6476368,-97.41250816,1562.425049
26.64861083,-97.42213385,1464.600952
26.64803787,-97.43187413,1373.668213
26.64735032,-97.44224467,1301.893188
26.64666277,-97.45198495,1229.194946
26.64643359,-97.46161064,1160.044434
26.64643359,-97.4703196,1092.187622
26.64666277,-97.4797734,1008.546387
26.64649088,-97.49008664,920.399963
26.64328232,-97.49902479,846.297424
26.63755274,-97.50630135,785.551636
26.63016159,-97.51168715,737.819458
26.62231206,-97.51546867,734.7677
26.60569629,-97.52182851,741.544434
26.59790406,-97.5245787,743.274841
26.58965347,-97.52750079,736.2771
26.58128829,-97.53053746,717.020386
26.57217826,-97.53351685,673.263794
26.56335471,-97.53620975,679.547302
